Major,Course Name,Course ID,CRN,Credits,Instructor
BIOL,Sex Diffs in the Life Cycle,BIOL 350,86684,3,L M Vallin
BIOL,Genetics,BIOL 375,83867,3,F A Reed
BIOL,Genetics,BIOL 375,87534,3,F A Reed
BIOL,Genetics,BIOL 375,87535,3,F A Reed
BIOL,Genetics,BIOL 375,87536,3,F A Reed
BIOL,Genetics,BIOL 375,87537,3,F A Reed
BIOL,Genetics,BIOL 375,87538,3,F A Reed
BIOL,Genetics,BIOL 375,87539,3,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83868,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83869,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83870,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83871,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83872,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83873,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83874,2,F A Reed
BIOL,Genetics Laboratory,BIOL 375L,83875,2,F A Reed
BIOL,Teaching Internship: GeneralRestriction: Instructor Approval,BIOL 395B,86869,2,C Daehler
BIOL,Teaching Internship: GeneralRestriction: Instructor Approval,BIOL 395B,86900,2,J Walguarnery
BIOL,Teaching Internship: GeneralRestriction: Instructor Approval,BIOL 395B,88371,2,F A Reed
BIOL,Teaching Internship: OralRestriction: Instructor Approval,BIOL 395C,85504,2,M Yoshizawa
BIOL,Teaching Internship: OralRestriction: Instructor Approval,BIOL 395C,85816,2,H C Shen
BIOL,Teaching Internship: OralRestriction: Instructor Approval,BIOL 395C,86686,2,C Daehler
BIOL,Teaching Internship: OralRestriction: Instructor Approval,BIOL 395C,88482,2,J Bingham
BIOL,Ocean Internships and ResearchRestriction: Instructor Approval,BIOL 400,85635,1-12,J K Philippoff
BIOL,Molecular Biotechnology,BIOL 401,80086,3,Z Du
BIOL,Molecular Biotech L - CRISPR,BIOL 401L,85488,2,Z Du
BIOL,Principles of Biochemistry,BIOL 402,81350,4,J Bingham
BIOL,Principles of Biochemistry,BIOL 402,84408,4,J Bingham
BIOL,Adv Topics in Marine BiologyRestriction: Major,BIOL 404,81351,3,L M Munger
BIOL,Adv Topics in Marine BiologyRestriction: Major,BIOL 404,86176,3,J McDevitt-Irwin
BIOL,Molecular Cell Biology II,BIOL 408,81943,3,R M Carrillo
BIOL,Corals and Coral Reefs,BIOL 411,84237,3,TBA
BIOL,The Biology of Fungi,BIOL 430,88711,3,A S Amend
BIOL,The Biology of Fungi Lab,BIOL 430L,88713,1,A S Amend
BIOL,Natural Hist of Hawn Islands,BIOL 454,84327,3,M L Knope
BIOL,Natural Hist of Hawn Islands,BIOL 454,86638,3,R C Thomson
BIOL,Natural Hist of Hawn Islands,BIOL 454,89402,3,C Daehler
BIOL,Fish Diversity,BIOL 465,88031,3,M A Hixon
BIOL,Fish Diversity Laboratory,BIOL 465L,88032,1,M A Hixon
BIOL,Fish Diversity Laboratory,BIOL 465L,88034,1,M A Hixon
BIOL,Evolutionary Biology,BIOL 470,84344,3,R A Chong
BIOL,Biology of CancerRestriction: Major,BIOL 472,83417,3,H C Shen
BIOL,Cancer Research LaboratoryRestriction: Instructor Approval,BIOL 472L,87555,2,H C Shen
BIOL,Bioinformatics,BIOL 483,81526,3,G G Presting
BIOL,Biology of the Invertebrates,BIOL 485,84341,3,TBA
BIOL,Biology of Invertebrates Lab,BIOL 485L,84342,2,TBA
BIOL,Biology of Invertebrates Lab,BIOL 485L,84343,2,TBA
BIOL,Biology of Invertebrates Lab,BIOL 485L,85609,2,TBA
BIOL,Biology of Invertebrates Lab,BIOL 485L,84418,2,TBA
BIOL,Life Sciences ColloquiumRestriction: Major,BIOL 601,86423,1,M A Burgman
BIOM,Translational Rsrch Methods,BIOM 644,88760,2,B L Rodriguez
BLAW,Legal Environment of Business,BLAW 200,80089,3,T J Messinger
BLAW,Legal Environment of Business,BLAW 200,80091,3,T J Messinger
BLAW,Legal Environment of BusinessRestriction: Department Approval,BLAW 200,80092,3,T J Messinger
BLAW,Legal Environment of Business,BLAW 200,86358,3,J S Zoto
BOT,General Botany,BOT 101,80093,3,G J Wong
BOT,General Botany Laboratory,BOT 101L,80094,1,G J Wong
BOT,General Botany Laboratory,BOT 101L,80096,1,G J Wong
BOT,Senior SeminarRestriction: Major,BOT 400,83066,1,C Daehler
BOT,Plant Form and Function,BOT 420,87508,4,K E Barton
BOT,The Biology of Fungi,BOT 430,88715,3,A S Amend
BOT,The Biology of Fungi Lab,BOT 430L,88716,1,A S Amend
BOT,Algal Diversity and Evolution,BOT 480,84593,4,C Smith
BOT,Algal Diversity and Evolution,BOT 480,84594,4,C Smith
BOT,Algal Diversity and Evolution,BOT 480,84595,4,C Smith
BOT,Algal Diversity and Evolution,BOT 480,85633,4,C Smith
BOT,Botanical Seminar,BOT 610,81347,1,D Christopher
BOT,Advanced Botanical ProblemsRestriction: Major,BOT 612,87992,2-4,K E Barton
BOT,High Throughput Sequencing,BOT 662,87978,3,M C Medeiros
BOT,Conservation Biology,BOT 690,88946,3,J B Koch
BOT,Topics in Conservation Biology,BOT 750,88195,2,M A Burgman
BUS,Written Com in Business,BUS 209,80105,3,TBA
BUS,Written Com in Business,BUS 209,88745,3,TBA
BUS,Written Com in Business,BUS 209,81378,3,TBA
BUS,Written Com in Business,BUS 209,80106,3,TBA
BUS,Written Com in Business,BUS 209,80107,3,TBA
BUS,Written Com in Business,BUS 209,82196,3,TBA
BUS,Written Com in Business,BUS 209,86194,3,TBA
BUS,Written Com in Business,BUS 209,86195,3,TBA
BUS,Applied Math in Business,BUS 250,84358,3,S C Lee
BUS,Applied Math in Business,BUS 250,85420,3,W P Lucas
BUS,Applied Math in Business,BUS 250,85477,3,W P Lucas
BUS,Applied Math in Business,BUS 250,85478,3,S Zheng
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,80109,3,Q Lam
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,82705,3,R A Hanna
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,80108,3,C Y Jeong
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,83912,3,Q Lam
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,80110,3,E Merc
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,83496,3,A L Rivera
BUS,Stat Analysis for Bus DecisionRestriction: College,BUS 310,88259,3,R A Hanna
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,80112,3,H Chen
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,80113,3,A L Rivera
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,80114,3,E Merc
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,80835,3,R Kazman
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,84249,3,T Phuaphanthong
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,80111,3,E Merc
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,83495,3,B T Everson
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,85385,3,T Phuaphanthong
BUS,Info Sys for Global Bus EnviroRestriction: College,BUS 311,87569,3,A L Rivera
BUS,Principles of MarketingRestriction: College,BUS 312,82466,3,TBA
BUS,Principles of MarketingRestriction: College,BUS 312,80116,3,TBA
BUS,Principles of MarketingRestriction: College,BUS 312,82465,3,TBA
BUS,Principles of MarketingRestriction: College,BUS 312,80115,3,A P Palia
BUS,Principles of MarketingRestriction: College,BUS 312,81379,3,A P Palia
BUS,Principles of MarketingRestriction: College,BUS 312,81380,3,L L Zhu
BUS,Principles of MarketingRestriction: College,BUS 312,80117,3,TBA
BUS,Principles of MarketingRestriction: College,BUS 312,85361,3,L L Zhu
BUS,Principles of MarketingRestriction: College,BUS 312,88746,3,TBA
BUS,Principles of MarketingRestriction: College,BUS 312,89450,3,TBA
BUS,Econ & Fin Envir of Global BusRestriction: College,BUS 313,83036,3,A W Stauffer
BUS,Econ & Fin Envir of Global BusRestriction: College,BUS 313,81800,3,A W Stauffer
BUS,Econ & Fin Envir of Global BusRestriction: College,BUS 313,82740,3,L B Schiff
BUS,Econ & Fin Envir of Global BusRestriction: College,BUS 313,83117,3,G A Gillis
BUS,Econ & Fin Envir of Global BusRestriction: College,BUS 313,83461,3,G A Gillis
BUS,Econ & Fin Envir of Global BusRestriction: College,BUS 313,86315,3,M Khan
BUS,Business FinanceRestriction: College,BUS 314,80119,3,P H Villarreal
BUS,Business FinanceRestriction: College,BUS 314,80118,3,E L Mais
BUS,Business FinanceRestriction: College,BUS 314,83034,3,H Chen
BUS,Business FinanceRestriction: College,BUS 314,81957,3,A W Stauffer
BUS,Business FinanceRestriction: College,BUS 314,81801,3,F Zhou
BUS,Business FinanceRestriction: College,BUS 314,86306,3,J Kim
BUS,Business FinanceRestriction: College,BUS 314,89509,3,G Rhee
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,82018,3,M Ognjanovic
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,82015,3,N K Lagmay
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,82016,3,M Houshmand
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,82017,3,TBA
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,83949,3,T A Kreps
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,82194,3,L B Schiff
BUS,Global Mgt & Orgnztnl BehaviorRestriction: College,BUS 315,88642,3,T A Kreps
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,82019,3,R R Nicholas
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,80120,3,R R Nicholas
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,80122,3,T Chen
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,80121,3,T Chen
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,81406,3,T Chen
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,81407,3,R Doktor
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,83160,3,R Doktor
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,82468,3,S Kenworthy
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,85958,3,C A Parker
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,88144,3,C A Parker
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,88643,3,E A Hudson
BUS,Strategic ManagementRestriction: Department Approval,BUS 345,88644,3,S T Dunn
BUS,MIS InternshipRestriction: Instructor Approval,BUS 395D,84403,1-3,R W Varley
BUS,Internship in FinanceRestriction: Instructor Approval,BUS 395F,84404,1-3,R W Varley
BUS,Management InternshipRestriction: Instructor Approval,BUS 395G,84405,1-3,R W Varley
BUS,Intl Business InternshipRestriction: Instructor Approval,BUS 395I,84406,1-3,R W Varley
BUS,Marketing InternshipRestriction: Instructor Approval,BUS 395K,82477,1-3,R W Varley
BUS,Internship-Human Resource MgtRestriction: Instructor Approval,BUS 395M,82478,1-3,R W Varley
BUS,Internship in Real EstateRestriction: Instructor Approval,BUS 395R,82479,1-3,R W Varley
BUS,Sustainable Business Mgmt,BUS 618,88758,3,D L Alden
BUS,Marketing ManagementRestriction: Major,BUS 623,83654,3,K C Holden
BUS,Digital Transformation with ITRestriction: Major,BUS 625,83655,3,A L Rivera
BUS,Managerial FinanceRestriction: Major,BUS 629,81381,3,E L Mais
BUS,Business Policy & StrategyRestriction: Department Approval,BUS 632,82031,3,K Ito
BUS,InternshipsRestriction: Instructor Approval,BUS 695,82471,1-3,R W Varley
BUS,MBA Consulting PracticumRestriction: Department Approval,BUS 696,81958,3,D Yoon
BUS,Research Seminar in BusinessRestriction: Major,BUS 705,84413,1-3,J Ai
CAAM,Mindfulness,CAAM 401,88776,1,A C Brown
CAM,Introductory Khmer II,CAM 102,88777,4,C Sak-Humphry
CAM,Conversing in Khmer I,CAM 103,85832,3,C Sak-Humphry
CAM,Conversing in Khmer II,CAM 104,85761,3,C Sak-Humphry
CAM,Reading/Writing in Khmer I,CAM 105,85831,3,C Sak-Humphry
CAM,Reading/Writing in Khmer II,CAM 106,85431,3,C Sak-Humphry
CAM,Advanced Khmer II,CAM 302,88775,3,C Sak-Humphry
CEE,Surveying/Geodesy/GeomaticsRestriction: Major,CEE 220,87881,3,A Agha Karimi
CEE,Surveying/Geodesy/GeomaticsRestriction: Major,CEE 220,88210,3,A Agha Karimi
CEE,CAD/BIM/3D VisualizationRestriction: Major,CEE 250,86527,3,J B Huynh
CEE,Applied Mechanics IRestriction: Major,CEE 270,87865,3,G Zhang
CEE,Applied Probability/StatisticsRestriction: Major,CEE 305,82233,3,L Shen
CEE,Fluid Mechanics FundamentalsRestriction: Major,CEE 320,85745,4,H Park
CEE,Fluid Mechanics FundamentalsRestriction: Major,CEE 320,80830,4,H Park
CEE,Environmental EngineeringRestriction: Major,CEE 330,80829,4,J Kim
CEE,Environmental EngineeringRestriction: Major,CEE 330,81693,4,J Kim
CEE,Geotechnical Engineering IRestriction: Major,CEE 355,83041,4,M K Talagi
CEE,Geotechnical Engineering IRestriction: Major,CEE 355,80831,4,M K Talagi
CEE,Geotechnical Engineering IRestriction: Major,CEE 355,88271,4,M K Talagi
CEE,Fundamentals of TransportationRestriction: Major,CEE 361,80832,3,A Archilla
CEE,Mechanics of SolidsRestriction: Major,CEE 370,80833,3,J Wang
CEE,Mechanics of Solids LabRestriction: Major,CEE 370L,80873,1,J Wang
CEE,Mechanics of Solids LabRestriction: Major,CEE 370L,80874,1,J Wang
CEE,Construction MaterialsRestriction: Major,CEE 375,80137,3,L Shen
CEE,Construction MaterialsRestriction: Major,CEE 375,80138,3,L Shen
CEE,Structural AnalysisRestriction: Major,CEE 381,80139,3,TBA
CEE,Engineering EconomicsRestriction: Major,CEE 405,83929,3,R J Kurasaki
CEE,Engineering HydraulicsRestriction: Major,CEE 421,80140,3,S Bateni
CEE,Geotechnical Engineering IIRestriction: Major,CEE 455,80834,3,O Paiva Magalhaes Vitali
CEE,Traffic EngineeringRestriction: Major,CEE 462,86532,3,G Zhang
CEE,Construction Project ManagemntRestriction: Major,CEE 472,88133,3,TBA
CEE,Construction Equipmnt & MethodRestriction: Major,CEE 473,85747,3,TBA
CEE,Construction Plang & SchedulgRestriction: Major,CEE 476,85890,3,V Dharmapalan
CEE,Construction SafetyRestriction: Major,CEE 478,85760,3,TBA
CEE,Construction LawRestriction: Major,CEE 479,85769,3,S I Batterman
CEE,Structural LoadsRestriction: Major,CEE 484,85086,3,M S Alam
CEE,Structural Steel DesignRestriction: Major,CEE 486,81546,3,C Cho
CEE,Senior Design ProjectRestriction: Major,CEE 490,80141,3,R B Chen
CEE,Senior Design ProjectRestriction: Major,CEE 490,83428,3,R B Chen
CEE,Senior Design ProjectRestriction: Major,CEE 490,83429,3,R B Chen
CEE,Special Topics in CEE(CAD Applications in Civil Engineering)Restriction: Major,CEE 491,89393,3,J B Huynh
CEE,Machine Learning in CEE,CEE 610,89301,3,J Lee
CEE,Environmental ChemistryRestriction: Major,CEE 635,87874,3,J Kim
CEE,Deep FoundationsRestriction: Major,CEE 651,88827,3,P Ooi
CEE,Continuum Mechanics,CEE 671,86696,3,J Brown
CEE,Selected Topics in Civil Engr(Tunnel Mechanics and Design Methods: Soil–Structure Interaction and Numerical Modeling)Restriction: Major,CEE 696,86816,3,O Paiva Magalhaes Vitali
CEE,Selected Topics in Civil EngrRestriction: Major,CEE 696,87876,3,C Cho
CEE,Selected Topics in Civil Engr(Modeling of Biological Treatment Processes)Restriction: Instructor Approval,CEE 696,85820,3,Z Wang
CEE,Selected Topics in Civil EngrRestriction: Major,CEE 696,87974,3,J C Bantis
CEE,Selected Topics in Civil EngrRestriction: Major,CEE 696,87997,3,M S Alam
CEE,Selected Topics in Civil Engr(Inverse Modeling and Data Assimilation)Restriction: Major,CEE 696,89521,3,J Lee
CHAM,Elementary Chamorro,CHAM 102,88736,4,B M Songsong
CHEM,Chemistry and Society,CHEM 100,84399,3,TBA
CHEM,Prep. for Gen. Chemistry,CHEM 131,82204,3,TBA
CHEM,General Chemistry I,CHEM 161,80147,3,A Delorme
CHEM,General Chemistry I,CHEM 161,82007,3,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,87616,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,80148,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,80149,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,87617,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,81725,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,82245,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,82008,1,A Delorme
CHEM,General Chemistry Lab I,CHEM 161L,82563,1,A Delorme
